NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
Coles Express Doncaster East,Shell,484 Blackburn Road,Doncaster East,Victoria,-37.7640489999999,145.166959
Coles Express Warrandyte South,Shell,482-484 Ringwood-Warrandyte Road,Warrandyte,Victoria,-37.7602439999999,145.233722
Shell Warburton,Shell,3458 Warburton Highway,Warburton,Victoria,-37.753463,145.69614
Coles Express Lilydale,Shell,467-469 Maroondah Highway,Lilydale,Victoria,-37.7530619999999,145.364812
Coles Express Templestowe,Shell,87-91 Porter Street,Templestowe,Victoria,-37.7520039999999,145.134469
Coles Express Preston,Shell,485 Bell Street,Preston,Victoria,-37.744546,144.994013
Coles Express St Albans,Shell,265-267 Main Road West,St Albans,Victoria,-37.742352,144.779854
Coles Express Rosanna,Shell,152 Lower Plenty Road,Rosanna,Victoria,-37.742182,145.066955
Coles Express East Preston,Shell,1-5 Murray Road,Preston,Victoria,-37.741323,145.030362
Coles Express Essendon,Shell,249 Keilor Road,Essendon,Victoria,-37.739495,144.897475
Coles Express Coburg,Shell,346 Bell Street,Pascoe Vale South,Victoria,-37.7392629999999,144.949019
Coles Express Eltham,Shell,660 Main Road,Eltham,Victoria,-37.727068,145.147312
Coles Express Keilor,Shell,666-668 Old Calder Highway,Keilor,Victoria,-37.7202159999999,144.837259
Coles Express Macleod,Shell,230 Greensborough Road,Yallambie,Victoria,-37.7198,145.081474
Coles Express Reservoir,Shell,192-202 Broadway,Reservoir,Victoria,-37.7169989999999,145.012488
Airport West ,Shell,10 Louis Street,Airport West,Victoria,-37.71457,144.888759
Coles Express Fawkner,Shell,1182 Sydney Road,Fawkner,Victoria,-37.70879,144.961622
Coles Express Melton South,Shell,1-9 Station Road,Melton South,Victoria,-37.7026949999999,144.574738
Coles Express Greensborough,Shell,144-146 Main Street,Greensborough,Victoria,-37.701804,145.107065
Coles Express Taylors Lakes,Shell,410 Melton Highway,Taylors Lakes,Victoria,-37.696908,144.782166
Coles Express Jacana,Shell,945-957 Pascoe Vale Road,Broadmeadows,Victoria,-37.692775,144.915011
Coles Express Bundoora,Shell,127-132 Plenty Road,Bundoora,Victoria,-37.692016,145.06228
Coles Express Tullamarine,Shell,175-183 Mickleham Road,Westmeadows,Victoria,-37.6876369999999,144.881781
Coles Express Gladstone Park,Shell,210 Mickleham Road,Gladstone Park,Victoria,-37.686792,144.883015
Coles Express Dalton Road,Shell,27 Spencer Street,Thomastown,Victoria,-37.684945,145.028554
Coles Express Thoroughbred,Shell,414-416 High Street,Melton,Victoria,-37.683124,144.57764
Coles Express Thomastown,Shell,240 High Street,Thomastown,Victoria,-37.678885,145.014274
Raymonds ,Shell,36 Fawkner Street,Westmeadows,Victoria,-37.677005,144.887255
Diamond Creek ,Shell,52 Chute Street,Diamond Creek,Victoria,-37.673423,145.151818
Coles Express Epping,Caltex,511 High Street,Epping,Victoria,-37.65921,145.018829
Coles Express Mill Park,Shell,398 Plenty Road,Mill Park,Victoria,-37.658894,145.076289
Coles Express Healesville,Shell,123 Maroondah Highway,Healesville,Victoria,-37.6570639999999,145.510491
Epping North,7-Eleven Pty Ltd,705 High Steet,Epping,Victoria,-37.6514071,145.0236211
Coles Express South Morang,Shell,350 McDonalds Road,South Morang,Victoria,-37.649648,145.07585
Coles Express Mernda,Shell,1444 Plenty Road,Mernda,Victoria,-37.6001259999999,145.096596
Coles Express Craigieburn,Shell,42 Craigieburn Road,Craigieburn,Victoria,-37.598295,144.938394
Coles Express Sunbury,Shell,1-5 Horne Street,Sunbury,Victoria,-37.5763279999999,144.729098
Coles Express Bunker Hill,Shell,15 Donnybrook Road,Mickleham,Victoria,-37.5406149999999,144.944824
Kinglake,Shell,3 Whittlesea Kinglake Road,Kinglake,Victoria,-37.5323079999999,145.34013
Lancefield Motors,Shell,74 Main Road,Lancefield,Victoria,-37.277229,144.73728
Coles Express Deborah Reef,Shell,198 High Street,Bendigo,Victoria,-36.7656459999999,144.267603
Coles Express Woolpak,Shell,McIvor Road and Kennedy Street,Bendigo,Victoria,-36.7569369999999,144.292162
Shell Byrneside,Shell,5389 Midland Highway,Byrneside,Victoria,-36.4204099999999,145.174493
Coles Express Shepparton,Shell,543 Goulburn Valley Highway,Shepparton,Victoria,-36.3911859999999,145.396789
Coles Express Mooroopna,Shell,109 Echuca Road,Mooroopna,Victoria,-36.3841419999999,145.353675
Coles Express Tuggeranong,Shell,149 Soward Way,Greenway,Australian Capital Territory,-35.4184359999999,149.069132
Coles Express Wanniassa,Shell,49-51 Rylah Crescent,Wanniassa,Australian Capital Territory,-35.3902479999999,149.08532
Bill Lilley Mitsubishi,Shell,169 Crawford Street,Queanbeyan,New South Wales,-35.351378,149.232574
Coles Express Phillip,Shell,172 Melrose Drive,Phillip,Australian Capital Territory,-35.349958,149.084896
Coles Express Fyshwick Wiluna,Shell,2 Wiluna Street,Fyshwick,Australian Capital Territory,-35.328687798,149.163624429
Coles Express Fyshwick Capital,Shell,98-106 Newcastle Street,Fyshwick,Australian Capital Territory,-35.32791,149.177843
Coles Express Curtin,Shell,17 Strangways Street,Curtin,Australian Capital Territory,-35.3248389999999,149.081457
Coles Express Manuka,Shell,11 Franklin Street,Griffith,Australian Capital Territory,-35.3200229999999,149.134182
Coles Express Deakin,Shell,29 Hopetoun Circuit,Deakin,Australian Capital Territory,-35.314043,149.107768
Coles Express Braddon,Shell,54 Mort Street,Braddon,Australian Capital Territory,-35.270769,149.132056
Coles Express Dickson,Shell,71-81 Badham Street,Dickson,Australian Capital Territory,-35.249051,149.137332
Coles Express Hawker,Shell,20 Springvale Drive,Hawker,Australian Capital Territory,-35.244273,149.044373
Coles Express Belconnen,Shell,19 Lathlain Street,Belconnen,Australian Capital Territory,-35.242627,149.064012
Coles Express Belconnen Town Centre,Shell,27 Cohen Street,Belconnen,Australian Capital Territory,-35.239568,149.06128
Coles Express McLaren Vale,Shell,207 Main Road,McLaren Vale,South Australia,-35.2136879999999,138.535143
Coles Express Charnwood,Shell,1 Charnwood Place,Charnwood,Australian Capital Territory,-35.205594,149.033374
Coles Express Gungahlin,Shell,1 Ginn Street,Gungahlin,Australian Capital Territory,-35.183612,149.126377
Coles Express Noarlunga,Shell,Beach Road and Hannah Road,Noarlunga Centre,South Australia,-35.1384449999999,138.497519
Coles Express Reynella,Shell,87-91 Main South Road,Reynella,South Australia,-35.099413,138.532223
Coles Express Hallett Cove,Shell,2 Ramrod Avenue,Hallett Cove,South Australia,-35.0775439999999,138.51803
Coles Express Darlington,Shell,1483 Main South Road,Darlington,South Australia,-35.0245669999999,138.562059
Coles Express Blackwood,Shell,371 Shepherds Hill Road,Blackwood,South Australia,-35.021002,138.615468
Coles Express Stirling,Shell,65 Mount Barker Road,Stirling,South Australia,-35.006158,138.718336
Coles Express Hawthorn,Shell,150 Belair Road,Hawthorn,South Australia,-34.972482,138.60882
Coles Express Rose Park,Shell,149 Fullarton Road,Rose Park,South Australia,-34.930776,138.624193
Coles Express West Terrace,Shell,111 West Terrace,Adelaide,South Australia,-34.929765,138.588345
Coles Express Norwood,Shell,208 Magill Road,Norwood,South Australia,-34.9151659999999,138.640112
Coles Express Thebarton,Shell,53-57 Port Road,Thebarton,South Australia,-34.9150549999999,138.577612
Coles Express Findon,Shell,245 Findon Road,Findon,South Australia,-34.905073,138.532965
Coles Express Hectorville,Shell,150 Montacute Road,Hectorville,South Australia,-34.888976,138.673835
Coles Express Klemzig,Shell,46 O G Road,Klemzig,South Australia,-34.8787599999999,138.635374
Coles Express West Lakes,Shell,111 West Lakes Boulevard,West Lakes,South Australia,-34.8771429999999,138.492751
Coles Express Nowra,Shell,51A-55 Kinghorne Street,Nowra,New South Wales,-34.876344,150.602354
Coles Express Queenstown,Shell,79-83 Port Road,Queenstown,South Australia,-34.8637899999999,138.51467
Coles Express Windsor Gardens,Shell,515 North East Road,Gilles Plains,South Australia,-34.8578009999999,138.655237
Coles Express Mansfield Park,Shell,446-450 Grand Junction Road,Mansfield Park,South Australia,-34.8505089999999,138.554671
Coles Express Hope Valley,Shell,1230 Grand Junction Road,Hope Valley,South Australia,-34.8435509999999,138.701084
Shell Gillman Truck Port,Shell,202-212 Eastern Parade,Gillman,South Australia,-34.837173,138.520335
Coles Express Valley View Wright Road,Shell,267 Wright Road,Valley View,South Australia,-34.8356439999999,138.653305
Coles Express Modbury North,Shell,432 Montague Road,Modbury North,South Australia,-34.8287539999999,138.671849
Coles Express Largs Bay,Shell,207-211 Victoria Road,Largs Bay,South Australia,-34.8255399999999,138.499703
Coles Express Fairview Park,Shell,323 Hancock Road,Fairview Park,South Australia,-34.8032229999999,138.717782
Coles Express Salisbury East,Shell,1461 Main North Road,Salisbury East,South Australia,-34.791775,138.647718
Coles Express Golden Grove,Shell,Lot 203 The Grove Way,Golden Grove,South Australia,-34.789387,138.697648
Coles Express Parafield Gardens,Shell,443 Salisbury Highway,Parafield Gardens,South Australia,-34.788149,138.617898
Berry ,Shell,75-79 Queen Street,Berry,New South Wales,-34.774964,150.695088
Coles Express Elizabeth City,Shell,Elizabeth Way and Yorktown Road,Elizabeth,South Australia,-34.720882,138.668287
Coles Express Elizabeth Park,Shell,110 Yorktown Road,Elizabeth Park,South Australia,-34.7094089999999,138.684813
Coles Express Gawler,Shell,12 Murray Street,Gawler,South Australia,-34.603259,138.749031
Coles Express Albion Park,Shell,252 Princes Highway,Albion Park Rail,New South Wales,-34.5679049999999,150.802266
Coles Express Oak Flats,Shell,148 Lake Entrance Road,Oak Flats,New South Wales,-34.5631319999999,150.831385
Coles Express Dapto,Shell,152-158 Princes Highway,Dapto,New South Wales,-34.49617,150.792324
Coles Express Warrawong,Shell,26 King Street,Warrawong,New South Wales,-34.4827519999999,150.886937
Coles Express Wollongong,Shell,142 Corrimal Street,Wollongong,New South Wales,-34.428735,150.898917
Coles Express Wollongong West,Shell,436 Crown Street,West Wollongong,New South Wales,-34.425091,150.873541
Golden Grill,Shell,40-42 Moorundie Street,Truro,South Australia,-34.4086819999999,139.127453
Coles Express Corrimal,Shell,267-269 Princes Highway,Corrimal,New South Wales,-34.374457,150.896321
Coles Express Bulli,Shell,281-285 Princes Highway,Bulli,New South Wales,-34.3365479999999,150.912232
Bargo ,Shell,2897 Remembrance Driveway,Bargo,New South Wales,-34.255017,150.573906
Wilton Petroleum,Shell,1109A Argyle Street,Wilton,New South Wales,-34.2404769999999,150.699117
Helensburgh ,Shell,149 Parkes Street,Helensburgh,New South Wales,-34.192347,150.977678
Coles Express Port Wakefield,Shell,Catherine Street and Port Wakefield-Balaklava Road,Port Wakefield,South Australia,-34.183211,138.15401
Coles Express Picton,Shell,93-97 Argyle Street,Picton,New South Wales,-34.168438,150.611473
Coles Express St Helens Park,Shell,Lot 201 Appin Road,St Helens Park,New South Wales,-34.11195,150.798658
Coles Express Heathcote,Shell,1355-1383 Princes Highway,Heathcote,New South Wales,-34.087802,151.006997
Coles Express Camden,Shell,273 Old Hume Highway,Camden South,New South Wales,-34.0864579999999,150.694613
Bundeena ,Shell,27 Thompson Street,Bundeena,New South Wales,-34.083841,151.14531
Coles Express Campbelltown,Shell,31 Queen Street,Campbelltown,New South Wales,-34.0605459999999,150.819379
Coles Express Mount Annan,Shell,241 Waterworth Drive,Mount Annan,New South Wales,-34.0494239999999,150.760161
Coles Express Kirrawee,Shell,470 Princes Highway,Gymea,New South Wales,-34.0273549999999,151.084505
Coles Express Taren Point,Shell,99 Parraweena Road,Miranda,New South Wales,-34.0262989999999,151.12009
Coles Express Minto,Shell,73-75 Pembroke Road,Minto,New South Wales,-34.0231689999999,150.85031
Coles Express Captain Cook Bridge,Shell,102 Taren Point Road,Taren Point,New South Wales,-34.020137,151.122147
Coles Express Oyster Bay,Shell,20 Carvers Road,Oyster Bay,New South Wales,-34.0092959999999,151.075822
Coles Express Ramsgate,Shell,274-276 The Grand Parade,Ramsgate Beach,New South Wales,-33.98538,151.147126
Coles Express South Hurstville,Shell,831-837 King Georges Road,South Hurstville,New South Wales,-33.978665,151.105485
Coles Express Carlton,Shell,277-283 Princes Highway,Carlton,New South Wales,-33.974904,151.127243
Coles Express Leppington,Shell,1443-1449 Camden Valley Way,Leppington,New South Wales,-33.966149,150.81545
Coles Express Hurstville,Shell,396 Forest Road,Hurstville,New South Wales,-33.964839,151.099057
Coles Express Brighton-Le-Sands,Shell,2-6 General Holmes Drive,Brighton-le-sands,New South Wales,-33.95784,151.157544
Coles Express Maroubra,Shell,959-961 Anzac Parade,Maroubra,New South Wales,-33.949942,151.240757
Coles Express Padstow,Shell,19 Davies Road,Padstow,New South Wales,-33.948473,151.037751
Coles Express Bexley,Shell,306-312 Forest Road,Bexley,New South Wales,-33.946175,151.128217
Coles Express Pagewood,Shell,293-299 Bunnerong Road,Maroubra,New South Wales,-33.9407189999999,151.228507
Coles Express Kingsgrove,Shell,137-139 Kingsgrove Road,Kingsgrove,New South Wales,-33.932805,151.09894
Coles Express Liverpool,Shell,338-340 Hume Highway,Liverpool,New South Wales,-33.9315589999999,150.917733
Coles Express Kingsford,Shell,52-58 Gardeners Road,Kingsford,New South Wales,-33.924998,151.225761
Coles Express Mascot,Shell,750 Botany Road,Mascot,New South Wales,-33.9234729999999,151.195639
Coles Express Randwick Frenchmans,Shell,43-47 Frenchmans Road,Randwick,New South Wales,-33.90822,151.247167
Coles Express Randwick Alison Road,Shell,54-76 Alison Road,Randwick,New South Wales,-33.907957,151.234083
Coles Express Waterloo,Shell,869-873 South Dowling Street,Waterloo,New South Wales,-33.901762,151.214359
Coles Express Green Valley,Shell,323 Cowpasture Road,Green Valley,New South Wales,-33.899638,150.856278
Coles Express Bass Hill,Shell,864 Hume Highway,Bass Hill,New South Wales,-33.899574,150.997488
Coles Express Yagoona,Shell,112 Rookwood Road,Yagoona,New South Wales,-33.898521,151.03704
Coles Express Bondi Junction,Shell,120 Birrell Street,Bondi Junction,New South Wales,-33.8955839999999,151.248557
Coles Express Roberts Road East,Shell,9 Roberts Road,Greenacre,New South Wales,-33.8944549999999,151.066727
Coles Express Cabramatta West,Shell,218 John Street,Cabramatta West,New South Wales,-33.893469,150.921928
Coles Express Lansvale,Shell,65 Liverpool Road,Canley Vale,New South Wales,-33.892952,150.960605
Coles Express Roberts Road West,Shell,78 Roberts Road,Greenacre,New South Wales,-33.8925159999999,151.066322
Coles Express Stanmore,Shell,268-310 Parramatta Road,Stanmore,New South Wales,-33.888479,151.164367
Coles Express Enfield,Shell,2-4 Braidwood Street,Strathfield South,New South Wales,-33.886813,151.071008
C & M Cambareri Pty Ltd,Shell,2130 The Northern Road,Luddenham,New South Wales,-33.883594,150.693535
Coles Express Darlinghurst,Shell,47 Flinders Street,Surry Hills,New South Wales,-33.8822939999999,151.217035
Coles Express Ultimo,Shell,387-429 Wattle Street,Ultimo,New South Wales,-33.881387,151.196677
Coles Express Annandale,Shell,124 Johnston Street,Annandale,New South Wales,-33.880873,151.170476
Coles Express Strathfield,Shell,1-3 Raw Square,Strathfield,New South Wales,-33.870845,151.092321
Coles Express Rose Bay,Shell,777 New South Head Road,Rose Bay,New South Wales,-33.870643,151.26877
Coles Express Five Dock,Shell,211 Parramatta Road,Croydon,New South Wales,-33.869988,151.114629
Coles Express Woolloomooloo,Shell,61 Cowper Wharf Road,Woolloomooloo,New South Wales,-33.86959,151.221198
Coles Express Fairfield,Shell,436 The Horsley Drive,Fairfield,New South Wales,-33.863772,150.953739
Coles Express Wetherill Park Polding,Shell,561-583 Polding Street,Prairiewood,New South Wales,-33.856936,150.899152
Coles Express Drummoyne South,Shell,35-51 Victoria Road,Drummoyne,New South Wales,-33.8560699999999,151.158888
Coles Express Drummoyne North,Shell,36-46 Victoria Road,Drummoyne,New South Wales,-33.8557049999999,151.159422
Coles Express Lidcombe,Shell,18 Parramatta Road,Lidcombe,New South Wales,-33.854074,151.05923
Coles Express Wetherill Park Elizabeth,Shell,413 Victoria Street,Wetherill Park,New South Wales,-33.845876,150.899452
Coles Express Merrylands,Shell,Lot A Merrylands Road,Merrylands,New South Wales,-33.834328,150.977565
Coles Express Hunters Hill,Shell,4 Ryde Road,Hunters Hill,New South Wales,-33.8317719999999,151.141665
Coles Express Cremorne,Shell,225-227 Military Road,Cremorne,New South Wales,-33.830654,151.226217
Coles Express Greystanes,Shell,661-663 Merrylands Road,Greystanes,New South Wales,-33.829379,150.952674
Coles Express Neutral Bay,Shell,200-204 Ben Boyd Road,Neutral Bay,New South Wales,-33.8291589999999,151.219433
Coles Express Cammeray,Shell,475-483 Miller Street,Cammeray,New South Wales,-33.8213929999999,151.210864
Dahtone Petroleum,Shell,127 Alfred Street,Parramatta,New South Wales,-33.817899,151.017533
Coles Express Burns Bay Lane Cove,Shell,254 Burns Bay Road,Lane Cove,New South Wales,-33.817191,151.151874
Coles Express Lane Cove,Shell,374-378 Pacific Highway,Lane Cove,New South Wales,-33.8140529999999,151.176773
Coles Express Parramatta,Shell,88 Victoria Road,North Parramatta,New South Wales,-33.8086949999999,151.01278
Coles Express West Ryde,Shell,1026 Victoria Road,West Ryde,New South Wales,-33.8073939999999,151.085063
Coles Express Ryde,Shell,45 Lane Cove Road,Ryde,New South Wales,-33.807222,151.109967
Coles Express Willoughby,Shell,616-626 Willoughby Road,Willoughby,New South Wales,-33.805936,151.198855
Coles Express Lane Cove North,Shell,150 Epping Road,Lane Cove West,New South Wales,-33.804987,151.146681
Coles Express Dundas,Shell,199 Kissing Point Road,Dundas,New South Wales,-33.7995779999999,151.045149
Coles Express Northmead Briens,Shell,100A Briens Road,Northmead,New South Wales,-33.796259,150.989042
Coles Express North Ryde Wicks,Shell,96-100 Wicks Road,North Ryde,New South Wales,-33.794117,151.126811
Coles Express Eastern Creek,Shell,611 Great Western Highway,Eastern Creek,New South Wales,-33.792748,150.870623
Coles Express Chatswood,Shell,877-897 Pacific Highway,Chatswood,New South Wales,-33.79187,151.180471
Coles Express St Clair,Shell,247 Banks Drive,St Clair,New South Wales,-33.7882499999999,150.771472
Coles Express Carlingford West,Shell,288 Pennant Hills Road,Carlingford,New South Wales,-33.7850819999999,151.043526
Coles Express North Ryde,Shell,275 Lane Cove Road,Macquarie Park,New South Wales,-33.784973,151.129086
Coles Express Carlingford,Shell,790 Pennant Hills Road,Carlingford,New South Wales,-33.778429,151.051707
Coles Express Northmead,Shell,197 Windsor Road,Northmead,New South Wales,-33.77742,151.000211
Coles Express Colyton,Shell,88-90 Great Western Highway,Colyton,New South Wales,-33.7755289999999,150.795314
Coles Express Marsfield,Shell,Hadenfeld Avenue,Macquarie Park,New South Wales,-33.775208,151.10537
Coles Express Doonside,Shell,427 Bungarribee Road,Doonside,New South Wales,-33.772938,150.876352
Coles Express Jamisontown,Shell,289 Mulgoa Road,Jamisontown,New South Wales,-33.7701519999999,150.673966
Coles Express Brookvale,Shell,5 Winbourne Road,Brookvale,New South Wales,-33.763326,151.279405
Coles Express Forestville,Shell,665-667 Warringah Road,Forestville,New South Wales,-33.760436,151.218527
Coles Express Baulkham Hills,Shell,363 Windsor Road,Baulkham Hills,New South Wales,-33.760184,150.99162
Coles Express Pymble,Shell,21 Ryde Road,Pymble,New South Wales,-33.75192,151.143779
Coles Express Blaxland,Shell,126A Great Western Highway,Blaxland,New South Wales,-33.7450909999999,150.610915
Coles Express Pennant Hills West,Shell,386 Pennant Hills Road,Pennant Hills,New South Wales,-33.7392829999999,151.067981
Coles Express Pennant Hills East,Shell,365-371 Pennant Hills Road,Pennant Hills,New South Wales,-33.738799,151.07369
Coles Express Norwest Marketown,Shell,100 Norwest Boulevard,Crestwood,New South Wales,-33.733532,150.963564
Coles Express St Ives,Shell,179-181 Mona Vale Road,St Ives,New South Wales,-33.7312219999999,151.157555
Coles Express Parklea,Shell,490 Sunnyholt Road,Parklea,New South Wales,-33.729319,150.92177
Coles Express Pennant Hills West,Shell,188-190 Pennant Hills Road,Thornleigh,New South Wales,-33.7248079999999,151.085258
Coles Express Wahroonga,Shell,1601 Pacific Highway,Wahroonga,New South Wales,-33.7195629999999,151.116351
Coles Express Hornsby,Shell,194-200 Pacific Highway,Hornsby,New South Wales,-33.7072229999999,151.099162
Coles Express Narrabeen,Shell,1420-1428 Pittwater Road,North Narrabeen,New South Wales,-33.7002229999999,151.300254
Coles Express Dural,Shell,592-596 Old Northern Road,Dural,New South Wales,-33.694289,151.031266
Coles Express Faulconbridge,Shell,575-581 Great Western Highway,Faulconbridge,New South Wales,-33.6941419999999,150.537385
Coles Express Rouse Hill,Shell,43 Panmure Street,Rouse Hill,New South Wales,-33.682813,150.916431
Coles Express Berkshire Park,Shell,746 Richmond Road,Berkshire Park,New South Wales,-33.664818,150.799442
Coles Express Avalon,Shell,2 Avalon Parade,Avalon,New South Wales,-33.636406,151.330227
Coles Express Berowra,Shell,955 Pacific Highway,Berowra,New South Wales,-33.628186,151.147577
Coles Express Clarendon,Shell,244 Richmond Road,Clarendon,New South Wales,-33.6083419999999,150.789102
Coles Express Umina,Shell,437-439 Ocean Beach Road,Umina Beach,New South Wales,-33.5210569999999,151.316411
Coles Express Woy Woy,Shell,85 Rawson Road,Woy Woy,New South Wales,-33.4939219999999,151.32085
Coles Express Bathurst West,Shell,280 Stewart Street,Bathurst,New South Wales,-33.4191779999999,149.567726
Coles Express Bathurst,Shell,59 Durham Street,Bathurst,New South Wales,-33.4164249999999,149.584302
Pymont Bros,Shell,34 Sherriff Street,Forbes,New South Wales,-33.386742,148.00962
Toyo ,Shell,43 Wandearah Road,Port Pirie,South Australia,-33.194668,138.010562
Coles Express Port Augusta Meteor Roadhouse,Shell,Lot 1 Eyre Highway,Port Augusta,South Australia,-32.5105849999999,137.797683
Coles Express Port Augusta West,Shell,34 Eyre Highway,Port Augusta West,South Australia,-32.4808669999999,137.755626
Coles Express Bulahdelah,Shell,22 Booloombayt Street,Bulahdelah,New South Wales,-32.4094039999999,152.211349
Norseman Shell,Shell,77-79 Roberts Street,Norseman,Western Australia,-32.1974089999999,121.779899
Coles Express Ceduna,Shell,30 McKenzie Street,Ceduna,South Australia,-32.125957,133.677617
Eastern Creek Perform,Shell,158-162 Gregory Street,South West Rocks,New South Wales,-30.89973,153.041249
Coles Express Armidale,Shell,93 Marsh Street,Armidale,New South Wales,-30.5129689999999,151.669795
NRMA Urunga,Shell,63-65 Pacific Highway,Urunga,New South Wales,-30.5020539999999,153.012482
Coles Express Coffs Harbour,Shell,163-165 Woolgoolga Road,Coffs Harbour,New South Wales,-30.2904149999999,153.121248
Shell Currumbin,Shell,59-61 Currumbin Creek Road,Currumbin Waters,Queensland,-28.144759,153.471631
Coles Express Tugun,Shell,11 Toolona Street,Tugun,Queensland,-28.1436429999999,153.49326
Coles Express Elanora,Shell,Guineas Creek Road and Coolgardie Street,Elanora,Queensland,-28.1366179999999,153.467622
Coles Express Burleigh Waters,Shell,Lot 401 Bermuda Street,Varsity Lakes,Queensland,-28.084358,153.424734
Coles Express Mudgeeraba,Shell,196-206 Highfield Drive,Mudgeeraba,Queensland,-28.069396,153.363516
Coles Express Miami,Shell,2156 Gold Coast Highway,Miami,Queensland,-28.063938,153.43743
Coles Express Surfers Paradise,Shell,2824 Gold Coast Highway,Surfers Paradise,Queensland,-28.017038,153.428951
Coles Express Benowa,Shell,186 Ashmore Road,Benowa,Queensland,-28.010439,153.392647
Coles Express Bundall,Shell,16 Crombie Avenue,Surfers Paradise,Queensland,-28.0037599999999,153.413925
North Tamborine,Shell,5 Main Western Road,Mount Tamborine,Queensland,-27.8803589999999,153.129531
Shell Tamborine Village,Shell,2785 Waterford-Tamborine Road,Tamborine,Queensland,-27.8802939999999,153.129475
Coles Express Jimboomba,Shell,2-4 Tamborine Street,Jimboomba,Queensland,-27.8210159999999,153.030598
Coles Express Yatala,Shell,Lot 1 Henry Hester Drive,Stapylton,Queensland,-27.7290649999999,153.224379
Coles Express Beenleigh,Shell,1 George Street,Beenleigh,Queensland,-27.714506,153.193573
Coles Express Marsden,Shell,604-614 Browns Plains Road,Marsden,Queensland,-27.6806349999999,153.09238
Coles Express Marsden Park,Shell,36-44 Chambers Flat Road,Marsden,Queensland,-27.6793089999999,153.118127
Coles Express Loganholme,Shell,61-65 Bryants Road,Loganholme,Queensland,-27.663354,153.17749
Coles Express Loganlea,Shell,Cnr Loganlea Road and University Drive,Loganlea,Queensland,-27.6629619999999,153.14082
Coles Express Daisy Hill,Shell,21 Daisy Hill Road,Daisy Hill,Queensland,-27.644692,153.153588
Coles Express Springwood,Shell,3495-3497 Pacific Highway,Slacks Creek,Queensland,-27.633614,153.131253
Coles Express Chatswood Road,Shell,38-48 Chatswood Road,Slacks Creek,Queensland,-27.633562,153.139667
Coles Express Calamvale,Shell,2654 Beaudesert Road,Calamvale,Queensland,-27.632895,153.047012
Coles Express Woodridge,Shell,188-192 Kingston Road,Logan City,Queensland,-27.624354,153.116934
Coles Express Runcorn,Shell,501 Compton Road,Runcorn,Queensland,-27.6109999999999,153.068044
Coles Express Goodna,Shell,2 Railway Terrace,Goodna,Queensland,-27.600518,152.883978
Coles Express Victoria Point,Shell,130 Benfer Road,Victoria Point,Queensland,-27.5960249999999,153.286024
Coles Express Durack,Shell,Inala Avenue and Blunder Road,Durack,Queensland,-27.595923,152.987658
Coles Express Rochedale,Shell,Underwood Road and Rochedale Road,Rochedale,Queensland,-27.595747,153.121522
Coles Express Sunnybank,Shell,254 Mains Road,Sunnybank,Queensland,-27.576001,153.062867
Coles Express Eight Mile Plains,Shell,52 Padstow Road,Eight Mile Plains,Queensland,-27.5736649999999,153.078412
Coles Express Karalee,Shell,259-277 Mount Crosby Road,Karalee,Queensland,-27.5723139999999,152.791945
Coles Express Kessels Road,Shell,651 Kessels Road,Upper Mount Gravatt,Queensland,-27.561027,153.078802
Gatton Motors,Shell,91 Railway Street,Gatton,Queensland,-27.560979,152.275156
Coles Express Rocklea,Shell,1728 Ipswich Road,Rocklea,Queensland,-27.560216,153.001056
Coles Express Granard Road,Shell,Cnr Granard Road and Beatty Road,Rocklea,Queensland,-27.558214,153.016004
Coles Express Mount Gravatt,Shell,1582 Logan Road,Mount Gravatt,Queensland,-27.542294,153.081973
Coles Express Cleveland,Shell,230 Bloomfield Street,Cleveland,Queensland,-27.5348519999999,153.266998
Coles Express Sherwood,Shell,Cnr Sherwood and Oxley Road,Sherwood,Queensland,-27.532837,152.983232
Coles Express Logan Road,Shell,1201 Logan Road,Mount Gravatt,Queensland,-27.530025,153.071657
Coles Express Holland Park,Shell,Cnr Bapaume Road and Kuringai Street,Holland Park,Queensland,-27.5267729999999,153.055789
Coles Express Alexandra Hills,Shell,96 Finucane Road,Alexandra Hills,Queensland,-27.521016,153.212067
Coles Express Chapel Hill,Shell,611 Moggill Road,Chapel Hill,Queensland,-27.5049299999999,152.960449
Coles Express Belmont,Shell,11 London Road,Belmont,Queensland,-27.498959,153.126755
Coles Express Coorparoo,Shell,213 Old Cleveland Road,Coorparoo,Queensland,-27.4969179999999,153.055373
Coles Express Camp Hill,Shell,720 Old Cleveland Road,Camp Hill,Queensland,-27.4927729999999,153.082489
Coles Express Taringa,Shell,29 Gailey Road,St Lucia,Queensland,-27.4914719999999,152.994033
Coles Express Tingalpa,Shell,1469-1471 Wynnum Road,Tingalpa,Queensland,-27.4748319999999,153.120988
Coles Express Milton,Shell,319 Coronation Drive,Milton,Queensland,-27.474102,153.003639
Coles Express Cannon Hill,Shell,1874 Creek Road,Cannon Hill,Queensland,-27.471487,153.095528
City Cab Centre,Shell,11 Eagle Terrace,Brisbane City,Queensland,-27.466833,153.014259
Barry Parade Cab Centre,GoGas,44 Barry Parade,Fortitude Valley ,Queensland,-27.4607379999999,153.030646
Coles Express Balmoral,Shell,211 Oxford Street,Bulimba,Queensland,-27.4520419999999,153.06205
